Date,MPT (Max Sharpe),Benchmark (SPY),MR200-5-2020,MR50-10-64,MR50-10-1983,MR20-10-2020,MR50-10-1985,MR50-10-85,MR20-10-850,MV200-5-244,MV200-5-1055
2019-01-23 00:00:00+00:00,,,,,,,,,,,
2019-01-24 00:00:00+00:00,,,,,,,,,,,
2019-01-25 00:00:00+00:00,,,,,,,,,,,
2019-01-28 00:00:00+00:00,,,,,,,,,,,
2019-01-29 00:00:00+00:00,,,,,,,,,,,
2019-01-30 00:00:00+00:00,,,,,,,,,,,
2019-01-31 00:00:00+00:00,,,,,,,,,,,
2019-02-01 00:00:00+00:00,,,,,,,,,,,
2019-02-04 00:00:00+00:00,,,,,,,,,,,
2019-02-05 00:00:00+00:00,,,,,,,,,,,
2019-02-06 00:00:00+00:00,,,,,,,,,,,
2019-02-07 00:00:00+00:00,,,,,,,,,,,
2019-02-08 00:00:00+00:00,,,,,,,,,,,
2019-02-11 00:00:00+00:00,,,,,,,,,,,
2019-02-12 00:00:00+00:00,,,,,,,,,,,
2019-02-13 00:00:00+00:00,,,,,,,,,,,
2019-02-14 00:00:00+00:00,,,,,,,,,,,
2019-02-15 00:00:00+00:00,,,,,,,,,,,
2019-02-19 00:00:00+00:00,,,,,,,,,,,
2019-02-20 00:00:00+00:00,,,,,,,,,,,
2019-02-21 00:00:00+00:00,,,,,,,,,,,
2019-02-22 00:00:00+00:00,,,,,,,,,,,
2019-02-25 00:00:00+00:00,,,,,,,,,,,
2019-02-26 00:00:00+00:00,,,,,,,,,,,
2019-02-27 00:00:00+00:00,,,,,,,,,,,
2019-02-28 00:00:00+00:00,,,,,,,,,,,
2019-03-01 00:00:00+00:00,,,,,,,,,,,
2019-03-04 00:00:00+00:00,,,,,,,,,,,
2019-03-05 00:00:00+00:00,,,,,,,,,,,
2019-03-06 00:00:00+00:00,,,,,,,,,,,
2019-03-07 00:00:00+00:00,,,,,,,,,,,
2019-03-08 00:00:00+00:00,,,,,,,,,,,
2019-03-11 00:00:00+00:00,,,,,,,,,,,
2019-03-12 00:00:00+00:00,,,,,,,,,,,
2019-03-13 00:00:00+00:00,,,,,,,,,,,
2019-03-14 00:00:00+00:00,,,,,,,,,,,
2019-03-15 00:00:00+00:00,,,,,,,,,,,
2019-03-18 00:00:00+00:00,,,,,,,,,,,
2019-03-19 00:00:00+00:00,,,,,,,,,,,
2019-03-20 00:00:00+00:00,,,,,,,,,,,
2019-03-21 00:00:00+00:00,,,,,,,,,,,
2019-03-22 00:00:00+00:00,,,,,,,,,,,
2019-03-25 00:00:00+00:00,,,,,,,,,,,
2019-03-26 00:00:00+00:00,,,,,,,,,,,
2019-03-27 00:00:00+00:00,,,,,,,,,,,
2019-03-28 00:00:00+00:00,,,,,,,,,,,
2019-03-29 00:00:00+00:00,,,,,,,,,,,
2019-04-01 00:00:00+00:00,,,,,,,,,,,
2019-04-02 00:00:00+00:00,,,,,,,,,,,
2019-04-03 00:00:00+00:00,,,,,,,,,,,
2019-04-04 00:00:00+00:00,,,,,,,,,,,
2019-04-05 00:00:00+00:00,,,,,,,,,,,
2019-04-08 00:00:00+00:00,,,,,,,,,,,
2019-04-09 00:00:00+00:00,,,,,,,,,,,
2019-04-10 00:00:00+00:00,,,,,,,,,,,
2019-04-11 00:00:00+00:00,,,,,,,,,,,
2019-04-12 00:00:00+00:00,,,,,,,,,,,
2019-04-15 00:00:00+00:00,,,,,,,,,,,
2019-04-16 00:00:00+00:00,,,,,,,,,,,
2019-04-17 00:00:00+00:00,,,,,,,,,,,
2019-04-18 00:00:00+00:00,,,,,,,,,,,
2019-04-22 00:00:00+00:00,,,,,,,,,,,
2019-04-23 00:00:00+00:00,,,,,,,,,,,
2019-04-24 00:00:00+00:00,,,,,,,,,,,
2019-04-25 00:00:00+00:00,,,,,,,,,,,
2019-04-26 00:00:00+00:00,,,,,,,,,,,
2019-04-29 00:00:00+00:00,,,,,,,,,,,
2019-04-30 00:00:00+00:00,,,,,,,,,,,
2019-05-01 00:00:00+00:00,,,,,,,,,,,
2019-05-02 00:00:00+00:00,,,,,,,,,,,
2019-05-03 00:00:00+00:00,,,,,,,,,,,
2019-05-06 00:00:00+00:00,,,,,,,,,,,
2019-05-07 00:00:00+00:00,,,,,,,,,,,
2019-05-08 00:00:00+00:00,,,,,,,,,,,
2019-05-09 00:00:00+00:00,,,,,,,,,,,
2019-05-10 00:00:00+00:00,,,,,,,,,,,
2019-05-13 00:00:00+00:00,,,,,,,,,,,
2019-05-14 00:00:00+00:00,,,,,,,,,,,
2019-05-15 00:00:00+00:00,,,,,,,,,,,
2019-05-16 00:00:00+00:00,,,,,,,,,,,
2019-05-17 00:00:00+00:00,,,,,,,,,,,
2019-05-20 00:00:00+00:00,,,,,,,,,,,
2019-05-21 00:00:00+00:00,,,,,,,,,,,
2019-05-22 00:00:00+00:00,,,,,,,,,,,
2019-05-23 00:00:00+00:00,,,,,,,,,,,
2019-05-24 00:00:00+00:00,,,,,,,,,,,
2019-05-28 00:00:00+00:00,,,,,,,,,,,
2019-05-29 00:00:00+00:00,,,,,,,,,,,
2019-05-30 00:00:00+00:00,,,,,,,,,,,
2019-05-31 00:00:00+00:00,,,,,,,,,,,
2019-06-03 00:00:00+00:00,,,,,,,,,,,
2019-06-04 00:00:00+00:00,,,,,,,,,,,
2019-06-05 00:00:00+00:00,,,,,,,,,,,
2019-06-06 00:00:00+00:00,,,,,,,,,,,
2019-06-07 00:00:00+00:00,,,,,,,,,,,
2019-06-10 00:00:00+00:00,,,,,,,,,,,
2019-06-11 00:00:00+00:00,,,,,,,,,,,
2019-06-12 00:00:00+00:00,,,,,,,,,,,
2019-06-13 00:00:00+00:00,,,,,,,,,,,
2019-06-14 00:00:00+00:00,,,,,,,,,,,
2019-06-17 00:00:00+00:00,,,,,,,,,,,
2019-06-18 00:00:00+00:00,,,,,,,,,,,
2019-06-19 00:00:00+00:00,,,,,,,,,,,
2019-06-20 00:00:00+00:00,,,,,,,,,,,
2019-06-21 00:00:00+00:00,,,,,,,,,,,
2019-06-24 00:00:00+00:00,,,,,,,,,,,
2019-06-25 00:00:00+00:00,,,,,,,,,,,
2019-06-26 00:00:00+00:00,,,,,,,,,,,
2019-06-27 00:00:00+00:00,,,,,,,,,,,
2019-06-28 00:00:00+00:00,,,,,,,,,,,
2019-07-01 00:00:00+00:00,,,,,,,,,,,
2019-07-02 00:00:00+00:00,,,,,,,,,,,
2019-07-03 00:00:00+00:00,,,,,,,,,,,
2019-07-05 00:00:00+00:00,,,,,,,,,,,
2019-07-08 00:00:00+00:00,,,,,,,,,,,
2019-07-09 00:00:00+00:00,,,,,,,,,,,
2019-07-10 00:00:00+00:00,,,,,,,,,,,
2019-07-11 00:00:00+00:00,,,,,,,,,,,
2019-07-12 00:00:00+00:00,,,,,,,,,,,
2019-07-15 00:00:00+00:00,,,,,,,,,,,
2019-07-16 00:00:00+00:00,,,,,,,,,,,
2019-07-17 00:00:00+00:00,,,,,,,,,,,
2019-07-18 00:00:00+00:00,,,,,,,,,,,
2019-07-19 00:00:00+00:00,,,,,,,,,,,
2019-07-22 00:00:00+00:00,,,,,,,,,,,
2019-07-23 00:00:00+00:00,,,,,,,,,,,
2019-07-24 00:00:00+00:00,,,,,,,,,,,
2019-07-25 00:00:00+00:00,,,,,,,,,,,
2019-07-26 00:00:00+00:00,,,,,,,,,,,
2019-07-29 00:00:00+00:00,,,,,,,,,,,
2019-07-30 00:00:00+00:00,,,,,,,,,,,
2019-07-31 00:00:00+00:00,,,,,,,,,,,
2019-08-01 00:00:00+00:00,,,,,,,,,,,
2019-08-02 00:00:00+00:00,,,,,,,,,,,
2019-08-05 00:00:00+00:00,,,,,,,,,,,
2019-08-06 00:00:00+00:00,,,,,,,,,,,
2019-08-07 00:00:00+00:00,,,,,,,,,,,
2019-08-08 00:00:00+00:00,,,,,,,,,,,
2019-08-09 00:00:00+00:00,,,,,,,,,,,
2019-08-12 00:00:00+00:00,,,,,,,,,,,
2019-08-13 00:00:00+00:00,,,,,,,,,,,
2019-08-14 00:00:00+00:00,,,,,,,,,,,
2019-08-15 00:00:00+00:00,,,,,,,,,,,
2019-08-16 00:00:00+00:00,,,,,,,,,,,
2019-08-19 00:00:00+00:00,,,,,,,,,,,
2019-08-20 00:00:00+00:00,,,,,,,,,,,
2019-08-21 00:00:00+00:00,,,,,,,,,,,
2019-08-22 00:00:00+00:00,,,,,,,,,,,
2019-08-23 00:00:00+00:00,,,,,,,,,,,
2019-08-26 00:00:00+00:00,,,,,,,,,,,
2019-08-27 00:00:00+00:00,,,,,,,,,,,
2019-08-28 00:00:00+00:00,,,,,,,,,,,
2019-08-29 00:00:00+00:00,,,,,,,,,,,
2019-08-30 00:00:00+00:00,,,,,,,,,,,
2019-09-03 00:00:00+00:00,,,,,,,,,,,
2019-09-04 00:00:00+00:00,,,,,,,,,,,
2019-09-05 00:00:00+00:00,,,,,,,,,,,
2019-09-06 00:00:00+00:00,,,,,,,,,,,
2019-09-09 00:00:00+00:00,,,,,,,,,,,
2019-09-10 00:00:00+00:00,,,,,,,,,,,
2019-09-11 00:00:00+00:00,,,,,,,,,,,
2019-09-12 00:00:00+00:00,,,,,,,,,,,
2019-09-13 00:00:00+00:00,,,,,,,,,,,
2019-09-16 00:00:00+00:00,,,,,,,,,,,
2019-09-17 00:00:00+00:00,,,,,,,,,,,
2019-09-18 00:00:00+00:00,,,,,,,,,,,
2019-09-19 00:00:00+00:00,,,,,,,,,,,
2019-09-20 00:00:00+00:00,,,,,,,,,,,
2019-09-23 00:00:00+00:00,,,,,,,,,,,
2019-09-24 00:00:00+00:00,,,,,,,,,,,
2019-09-25 00:00:00+00:00,,,,,,,,,,,
2019-09-26 00:00:00+00:00,,,,,,,,,,,
2019-09-27 00:00:00+00:00,,,,,,,,,,,
2019-09-30 00:00:00+00:00,,,,,,,,,,,
2019-10-01 00:00:00+00:00,,,,,,,,,,,
2019-10-02 00:00:00+00:00,,,,,,,,,,,
2019-10-03 00:00:00+00:00,,,,,,,,,,,
2019-10-04 00:00:00+00:00,,,,,,,,,,,
2019-10-07 00:00:00+00:00,,,,,,,,,,,
2019-10-08 00:00:00+00:00,,,,,,,,,,,
2019-10-09 00:00:00+00:00,,,,,,,,,,,
2019-10-10 00:00:00+00:00,,,,,,,,,,,
2019-10-11 00:00:00+00:00,,,,,,,,,,,
2019-10-14 00:00:00+00:00,,,,,,,,,,,
2019-10-15 00:00:00+00:00,,,,,,,,,,,
2019-10-16 00:00:00+00:00,,,,,,,,,,,
2019-10-17 00:00:00+00:00,,,,,,,,,,,
2019-10-18 00:00:00+00:00,,,,,,,,,,,
2019-10-21 00:00:00+00:00,,,,,,,,,,,
2019-10-22 00:00:00+00:00,,,,,,,,,,,
2019-10-23 00:00:00+00:00,,,,,,,,,,,
2019-10-24 00:00:00+00:00,,,,,,,,,,,
2019-10-25 00:00:00+00:00,,,,,,,,,,,
2019-10-28 00:00:00+00:00,,,,,,,,,,,
2019-10-29 00:00:00+00:00,,,,,,,,,,,
2019-10-30 00:00:00+00:00,,,,,,,,,,,
2019-10-31 00:00:00+00:00,,,,,,,,,,,
2019-11-01 00:00:00+00:00,,,,,,,,,,,
2019-11-04 00:00:00+00:00,,,,,,,,,,,
2019-11-05 00:00:00+00:00,,,,,,,,,,,
2019-11-06 00:00:00+00:00,,,,,,,,,,,
2019-11-07 00:00:00+00:00,,,,,,,,,,,
2019-11-08 00:00:00+00:00,,,,,,,,,,,
2019-11-11 00:00:00+00:00,,,,,,,,,,,
2019-11-12 00:00:00+00:00,,,,,,,,,,,
2019-11-13 00:00:00+00:00,,,,,,,,,,,
2019-11-14 00:00:00+00:00,,,,,,,,,,,
2019-11-15 00:00:00+00:00,,,,,,,,,,,
2019-11-18 00:00:00+00:00,,,,,,,,,,,
2019-11-19 00:00:00+00:00,,,,,,,,,,,
2019-11-20 00:00:00+00:00,,,,,,,,,,,
2019-11-21 00:00:00+00:00,,,,,,,,,,,
2019-11-22 00:00:00+00:00,,,,,,,,,,,
2019-11-25 00:00:00+00:00,,,,,,,,,,,
2019-11-26 00:00:00+00:00,,,,,,,,,,,
2019-11-27 00:00:00+00:00,,,,,,,,,,,
2019-11-29 00:00:00+00:00,,,,,,,,,,,
2019-12-02 00:00:00+00:00,,,,,,,,,,,
2019-12-03 00:00:00+00:00,,,,,,,,,,,
2019-12-04 00:00:00+00:00,,,,,,,,,,,
2019-12-05 00:00:00+00:00,,,,,,,,,,,
2019-12-06 00:00:00+00:00,,,,,,,,,,,
2019-12-09 00:00:00+00:00,,,,,,,,,,,
2019-12-10 00:00:00+00:00,,,,,,,,,,,
2019-12-11 00:00:00+00:00,,,,,,,,,,,
2019-12-12 00:00:00+00:00,,,,,,,,,,,
2019-12-13 00:00:00+00:00,,,,,,,,,,,
2019-12-16 00:00:00+00:00,,,,,,,,,,,
2019-12-17 00:00:00+00:00,,,,,,,,,,,
2019-12-18 00:00:00+00:00,,,,,,,,,,,
2019-12-19 00:00:00+00:00,,,,,,,,,,,
2019-12-20 00:00:00+00:00,,,,,,,,,,,
2019-12-23 00:00:00+00:00,,,,,,,,,,,
2019-12-24 00:00:00+00:00,,,,,,,,,,,
2019-12-26 00:00:00+00:00,,,,,,,,,,,
2019-12-27 00:00:00+00:00,,,,,,,,,,,
2019-12-30 00:00:00+00:00,,,,,,,,,,,
2019-12-31 00:00:00+00:00,,,,,,,,,,,
2020-01-02 00:00:00+00:00,1.0,1.0093519228938546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 00:00:00+00:00,0.9999665199999999,1.0017088744658522,0.999960395,0.9999603850000003,0.9999603850000003,0.9999603850000002,0.9999603850000002,0.9999603850000002,0.9999603850000001,0.9999604099999999,0.9999604099999999
2020-01-06 00:00:00+00:00,1.004007036,1.0055304460880115,1.002570147,1.0025681100000003,1.0025681200000003,1.0025673210000001,1.002567326,1.002567326,1.0025689610000004,1.002570799,1.002571578
2020-01-07 00:00:00+00:00,1.0035113390000001,1.0027031183569317,1.001859312,1.0018562330000003,1.001856765,1.001855603,1.001855449,1.001855449,1.0018574610000002,1.001856087,1.001857025
2020-01-08 00:00:00+00:00,1.0008005810000002,1.0080470607510892,0.9999104689999999,0.9999019780000004,0.9999031590000002,0.9999016080000002,0.9999011940000001,0.9999011940000001,0.9999019670000003,0.999887315,0.999888513
2020-01-09 00:00:00+00:00,1.0017349660000001,1.0148822741655499,1.000834412,1.0008270570000002,1.000827838,1.000826607,1.000826273,1.000826273,1.0008264550000001,1.000816352,1.00081747
2020-01-10 00:00:00+00:00,1.0051161810000002,1.0119617419957012,1.003045069,1.0030457180000003,1.003045519,1.0030450279999998,1.003044934,1.003044934,1.003046497,1.003057325,1.0030582030000004
2020-01-13 00:00:00+00:00,1.0040283820000002,1.018921354416942,1.0024039839999999,1.0024016760000003,1.002401772,1.002401136,1.002400902,1.002400907,1.002401375,1.002405976,1.0024069940000004
2020-01-14 00:00:00+00:00,1.0046960990000002,1.0173678838932487,1.0031540369999998,1.0031527500000004,1.003153154,1.003152841,1.0031524660000002,1.0031522519999998,1.0031531840000003,1.003159682,1.0031609710000005
2020-01-15 00:00:00+00:00,1.0095027840000002,1.0196669899270936,1.0064934479999998,1.0065069490000003,1.006507224,1.006508886,1.006507304,1.0065068089999998,1.0065109230000004,1.006558151,1.0065597980000005
2020-01-16 00:00:00+00:00,1.011383667,1.0281489731203326,1.0071868549999998,1.007208869,1.0072074839999998,1.0072103909999999,1.007209016,1.0072087519999997,1.0072139040000003,1.007281325,1.0072829950000004
2020-01-17 00:00:00+00:00,1.0110220120000002,1.031349118606488,1.007686694,1.007697446,1.007695552,1.0076971259999998,1.007696492,1.0076963169999997,1.0076993950000004,1.007735576,1.0077362340000005
2020-01-21 00:00:00+00:00,1.0131296719999998,1.0293295310726338,1.0095656739999999,1.0095817880000002,1.0095806979999997,1.0095831959999997,1.009581845,1.0095812259999997,1.0095859450000002,1.0096366509999999,1.0096378710000002
2020-01-22 00:00:00+00:00,1.014335686,1.0294538352630977,1.0099146399999999,1.0099292390000003,1.0099281489999998,1.0099306959999999,1.0099294460000003,1.0099288269999998,1.0099340150000002,1.0099866629999998,1.0099878830000002
2020-01-23 00:00:00+00:00,1.017345606,1.030634488031715,1.01212519,1.0121377290000002,1.0121366389999997,1.0121395159999997,1.0121384560000002,1.0121378369999998,1.012143725,1.012198573,1.0121997930000002
2020-01-24 00:00:00+00:00,1.017977707,1.0214689740153984,1.0129353849999998,1.012947245,1.0129461549999996,1.0129498919999995,1.0129472310000003,1.012946612,1.01295324,1.013008707,1.0130099270000001
2020-01-27 00:00:00+00:00,1.018788239,1.005095428829545,1.0146293169999998,1.0146398380000001,1.0146387479999996,1.0146434959999997,1.0146383260000003,1.014637707,1.0146457900000003,1.014702528,1.014703748
2020-01-28 00:00:00+00:00,1.016881082,1.0156280044920172,1.013171039,1.013181659,1.0131805689999995,1.0131853169999996,1.0131801470000001,1.013179528,1.0131882500000002,1.013241802,1.0132430220000002
2020-01-29 00:00:00+00:00,1.02119547,1.0147890697267805,1.0171229279999996,1.017132765,1.0171316749999995,1.0171364229999995,1.017131253,1.017130634,1.017139505,1.017195666,1.0171968860000002
2020-01-30 00:00:00+00:00,1.0221724610000003,1.0180824196517049,1.0182691799999997,1.018279114,1.0182780239999993,1.0182827719999994,1.018277602,1.0182769829999998,1.018286155,1.01834164,1.0183428600000002
2020-01-31 00:00:00+00:00,1.0200612190000002,0.9995961773095446,1.0183922829999998,1.0184045090000002,1.0184034189999993,1.0184081669999994,1.018402997,1.0184023779999998,1.0184089,1.018466531,1.0184677510000002
2020-02-03 00:00:00+00:00,1.0200895040000002,1.0070217171083142,1.0180447829999997,1.0180560090000006,1.0180549189999997,1.0180596669999995,1.018054497,1.018053878,1.01806112,1.018118051,1.0181192660000002
2020-02-04 00:00:00+00:00,1.016918221,1.022370013467709,1.0158566459999998,1.0158659920000004,1.0158649019999995,1.0158683519999996,1.015865141,1.0158645219999998,1.0158704660000002,1.0159210959999998,1.015921013
2020-02-05 00:00:00+00:00,1.0158097630000003,1.0341763515212512,1.0150897639999996,1.0150985780000006,1.0150974879999997,1.0150998569999994,1.0150982169999998,1.0150975979999997,1.0151024610000001,1.0151510049999999,1.0151498410000002
2020-02-06 00:00:00+00:00,1.0193950520000001,1.0376562051400295,1.0172169449999997,1.0172289290000005,1.0172278389999996,1.0172307669999994,1.017228487,1.0172278679999995,1.0172332899999998,1.017291425,1.0172908200000002
2020-02-07 00:00:00+00:00,1.0231248150000003,1.0321258538683342,1.0198378459999997,1.0198520510000006,1.0198509609999995,1.0198551289999995,1.0198510689999998,1.0198504499999996,1.019857112,1.01992245,1.0199230850000003
2020-02-10 00:00:00+00:00,1.0272778920000003,1.0398310069834105,1.0233118199999995,1.0233274130000007,1.0233263229999994,1.0233306669999995,1.0233262059999997,1.0233255869999998,1.0233324199999998,1.0234021370000002,1.0234029580000004
2020-02-11 00:00:00+00:00,1.0253725300000003,1.0416330858880316,1.0218788909999994,1.0218931840000007,1.0218920939999996,1.0218962499999995,1.0218915179999997,1.0218908989999997,1.021897815,1.0219636490000001,1.0219642320000002
2020-02-12 00:00:00+00:00,1.0250902740000003,1.0483440899283445,1.0216052309999994,1.0216211360000007,1.0216200459999996,1.0216240509999996,1.0216190289999998,1.0216184099999999,1.021625465,1.0216953560000002,1.0216961080000002
2020-02-13 00:00:00+00:00,1.0275104800000001,1.0472255418468008,1.0229772039999994,1.0229977280000007,1.0229966379999997,1.0230009929999997,1.022996071,1.022995452,1.0230027570000002,1.0230854730000003,1.0230869660000004
2020-02-14 00:00:00+00:00,1.030772411,1.048903316560958,1.0256789639999992,1.0257021890000007,1.0257010989999995,1.0257055229999996,1.0257008819999998,1.0257002629999998,1.0257073560000003,1.0257978470000002,1.0257996790000004
2020-02-18 00:00:00+00:00,1.0351115640000002,1.0462002930203422,1.0279646729999994,1.0279961420000006,1.0279950569999994,1.0280001049999998,1.027995654,1.0279950249999998,1.0280025620000004,1.0281151640000004,1.0281187210000002
2020-02-19 00:00:00+00:00,1.037853281,1.051202422594803,1.0299065919999992,1.0299427890000008,1.0299416829999994,1.0299476529999998,1.0299423010000002,1.0299416829999999,1.0299510110000003,1.0300768540000003,1.0300813010000003
2020-02-20 00:00:00+00:00,1.0408896010000002,1.04688382384342,1.0321329409999993,1.032174887000001,1.0321741119999994,1.0321797089999998,1.0321743990000003,1.03217459,1.0321853060000001,1.0323268190000003,1.0323326960000003
